CASE_ID;BREED;GENDER_01;AGEATSURGERYmo;BODYWEIGHTKG;Taglia;BCS;INDICATIONFORTHR;HIPRL;YEAR;n_luxation;GENERATION;STEMSIZE;CUPSIZE;NECKSIZE;HEADSIZE;ALO;CUPRETROVERSION;STEMANTEVERSIONREAL;RECTUSFEMORISM.RELEASE;first_lux_days_after_thr;DIRECTION;LUX_01;LUX_CR
1008;12;1;104,933333333333;39,5;1;7;4;L;2015;;5;LARGE;6;5;1;45;25;41,7;YES;;;0;0
1009;10;0;16,3333333333333;32,6;1;7;4;R;2015;;5;MEDIUM;3;4;0;45;18;27,7;PARTIAL;;;0;0
1010;5;1;12,6666666666667;25;1;5;4;L;2015;;5;SMALL;2;4;0;43;20;35,3;NO;;;0;0
1011;8;0;6,5;25,4;1;5;4;R;2015;;5;MEDIUM;3;4;0;45;15;31,3;PARTIAL;;;0;0
1012;3;1;8,36666666666667;33,7;1;5;4;L;2015;;5;LARGE;6;5;1;40;16;27,7;PARTIAL;;;0;0
1013;12;0;35,1666666666667;32,6;1;5;4;L;2015;;5;MEDIUM;3;4;0;40;12;27,7;NO;;;0;0
1014;5;0;16,5666666666667;33,2;1;4;4;L;2015;;5;LARGE;3;4;0;45;22;31,3;NO;;;0;0
1015;3;1;7,86666666666667;31,5;1;5;4;L;2015;;5;LARGE;3;4;0;44;16;31,3;NO;;;0;0
1016;3;1;9,93333333333333;34,5;1;5;4;L;2015;;5;LARGE;3;4;0;43;15;31,3;NO;;;0;0
1017;5;1;7,63333333333333;27;1;4;4;L;2015;;5;MEDIUM;3;4;0;38;16;27,7;NO;;;0;0
1018;8;1;41,5333333333333;38,2;1;5;4;R;2015;;5;LARGE;3;5;0;43;15;25,9;NO;;;0;0
1019;11;1;9,7;21,3;1;5;4;L;2015;;5;SMALL;2;4;0;43;20;27,7;NO;;;0;0
1020;1;1;87,5333333333333;31,2;1;6;4;L;2015;;5;MEDIUM;3;4;0;43;15;27,7;NO;;;0;0
1021;10;0;89,6;43,4;1;5;4;L;2015;;5;LARGE;6;5;1;40;25;31,3;PARTIAL;;;0;0
1022;10;0;64,2333333333333;33,8;1;5;4;R;2015;;5;MEDIUM;3;4;0;41;22;35,3;PARTIAL;;;0;0
1023;1;0;92,6666666666667;32;1;5;1;R;2015;;5;MEDIUM;3;4;0;45;22;31,3;NO;;;0;0
1024;2;0;12,8333333333333;25;1;5;4;R;2015;;5;MEDIUM;2;4;0;40;10;31,3;NO;;;0;0
1025;12;0;51,7666666666667;32;1;6;4;L;2015;;5;MEDIUM;3;4;0;45;18;31,3;NO;;;0;0
1026;3;1;14,6666666666667;33,7;1;5;4;L;2015;;5;LARGE;3;4;0;45;25;31,3;PARTIAL;;;0;0
1027;3;1;17,3666666666667;35,3;1;5;4;R;2015;;5;LARGE;3;4;0;45;23;31,3;PARTIAL;;;0;0
1028;10;0;72,0333333333333;38,1;1;5;4;L;2015;;5;LARGE;6;5;1;45;18;27,7;NO;;;0;0
1029;10;0;77,9;36,4;1;5;4;R;2015;;5;LARGE;6;5;1;43;18;27,7;NO;;;0;0
1030;10;1;14,7666666666667;29;1;6;4;R;2015;;5;MEDIUM;3;4;0;40;15;22,5;NO;;;0;0
1031;1;1;46,6333333333333;21;1;6;4;R;2015;;5;SMALL;2;4;0;40;18;27,7;NO;;;0;0
1032;7;1;100,233333333333;65,2;1;8;4;L;2015;;5;LARGE;6;5;1;45;15;27,7;NO;;;0;0
1033;12;1;9,66666666666667;26,2;1;6;4;L;2015;;5;MEDIUM;3;4;0;44;15;27,7;NO;;;0;0
1034;10;0;45,2666666666667;30,3;1;5;4;L;2015;;5;LARGE;3;4;0;40;15;22,5;NO;;;0;0
1035;5;0;84,3333333333333;40,3;1;4;4;L;2015;;5;LARGE;6;5;1;45;20;31,3;YES;;;0;0
1036;1;0;23,2;21,1;1;5;4;R;2015;;5;X-SMALL;2;4;0;43;15;27,7;NO;;;0;0
1037;10;0;105,066666666667;33,2;1;5;4;R;2015;;5;MEDIUM;3;5;0;40;22;37,3;NO;;;0;0
1038;3;0;9,03333333333333;46;1;5;4;R;2015;;5;LARGE;6;5;1;43;8;17,7;NO;;;0;0
1039;5;1;94,1;31,7;1;5;4;L;2015;;5;LARGE;6;5;1;43;25;41,7;YES;;;0;0
1040;10;0;116,633333333333;25,5;1;5;4;R;2015;;5;SMALL;2;4;0;42;20;35,3;YES;;;0;0
1041;5;0;85,8333333333333;35;1;5;4;L;2015;;5;LARGE;6;5;1;40;18;27,7;NO;;;0;0
1042;10;1;9,66666666666667;25,6;1;5;4;L;2015;;5;SMALL;2;4;0;40;20;31,3;NO;;;0;0
1043;3;0;15,3;42,1;1;5;4;R;2015;;5;LARGE;6;5;1;40;18;27,7;NO;;;0;0
1044;3;0;17,6;43,1;1;5;4;L;2015;;5;LARGE;6;5;1;43;15;27,7;PARTIAL;;;0;0
1045;12;0;112,066666666667;38,2;1;5;4;R;2015;;5;LARGE;6;5;1;46;18;27,7;NO;;;0;0
1046;10;0;56,2333333333333;40,3;1;6;4;R;2015;;5;LARGE;6;5;1;43;16;31,3;NO;;;0;0
1047;10;0;79,6666666666667;28,9;1;5;4;R;2015;;5;MEDIUM;2;4;0;42;21;27,7;PARTIAL;;;0;0
1048;5;1;81,5333333333333;31,8;1;5;4;R;2015;;5;LARGE;3;6;0;45;20;31,3;PARTIAL;;;0;0
1049;12;0;31,8666666666667;34;1;5;4;L;2015;;5;MEDIUM;3;4;0;42;14;24,2;PARTIAL;;;0;0
1050;12;1;15,1333333333333;29,3;1;4;4;L;2015;;5;LARGE;3;4;0;42;18;27,7;NO;;;0;0
1051;12;1;17,5;29,3;1;4;4;R;2015;;5;LARGE;3;4;0;45;15;27,7;NO;;;0;0
1052;5;1;40,8666666666667;33;1;5;4;R;2015;;5;LARGE;3;4;0;50;5;31,3;YES;;;0;0
1053;5;1;94,7666666666667;36,8;1;6;4;R;2015;;5;LARGE;6;5;1;40;30;41,7;PARTIAL;;;0;0
1054;6;0;59,6;17,8;0;5;4;L;2015;;5;X-SMALL;2;4;0;35;18;22,5;NO;;;0;0
1055;10;1;66,2333333333333;33,8;1;6;4;R;2015;;5;MEDIUM;3;4;0;45;15;31,3;NO;;;0;0
1056;2;1;122,9;30,2;1;5;4;R;2015;;5;MEDIUM;3;4;0;45;25;31,3;NO;;;0;0
1057;10;0;103,766666666667;40;1;7;4;R;2014;;4;MEDIUM;3;4;0;40;19;31,3;NO;;;0;0
1058;10;0;113,8;40,2;1;7;4;L;2014;;4;MEDIUM;3;4;0;50;25;31,3;NO;;;0;0
1059;3;0;10,8666666666667;32,1;1;5;3;L;2014;;4;MEDIUM;3;4;0;35;21;24,2;NO;;;0;0
1060;10;1;10,4333333333333;24,5;1;5;4;R;2014;;4;MEDIUM;2;4;0;40;11;25,9;NO;;;0;0
1061;10;1;15,3333333333333;25,4;1;5;4;L;2014;;4;MEDIUM;2;4;0;40;11;25,9;NO;;;0;0
1062;8;0;94,7333333333333;42,2;1;5;4;R;2014;;4;LARGE;6;5;1;45;17;27,7;NO;;;0;0
1063;5;0;60,8666666666667;54,4;1;5;4;R;2014;;4;X-LARGE;6;5;1;46;30;27,7;YES;;;0;0
1064;10;1;24,5333333333333;25,2;1;5;4;L;2014;;4;SMALL;2;4;0;47;32;24,2;NO;;;0;0
1065;10;1;26,7333333333333;25,7;1;5;4;R;2014;;4;SMALL;2;4;0;40;30;22,5;NO;;;0;0
1066;3;0;67,2666666666667;39,1;1;5;4;L;2014;;4;LARGE;3;4;0;43;22;27,7;NO;;;0;0
1067;5;0;23,5666666666667;32,2;1;4;4;R;2014;;4;MEDIUM;3;4;0;38;12;22,5;PARTIAL;;;0;0
1068;10;0;8,93333333333333;24;1;5;4;R;2014;;4;MEDIUM;3;4;0;38;20;44,3;NO;;;0;0
1069;10;0;11,1333333333333;27,6;1;5;4;L;2014;;4;MEDIUM;3;4;0;47;28;35,3;NO;;;0;0
1070;11;1;9,36666666666667;18,4;0;5;4;L;2014;;4;SMALL;2;4;0;40;12;29,5;NO;;;0;0
1071;11;1;11,7;19,4;0;5;4;R;2014;;4;SMALL;2;4;0;40;15;29,5;NO;;;0;0
1072;5;0;76,4666666666667;36,2;1;5;4;L;2014;;4;LARGE;3;4;0;45;20;31,3;PARTIAL;;;0;0
1073;10;0;9;30,6;1;5;4;R;2014;;4;MEDIUM;3;4;0;40;10;29,5;NO;;;0;0
1074;10;0;11,6;33,5;1;5;4;L;2014;;4;MEDIUM;3;4;0;40;15;27,7;NO;;;0;0
1075;5;1;11,6333333333333;30,8;1;5;4;R;2014;;4;MEDIUM;3;4;0;40;20;33,3;PARTIAL;;;0;0
1076;10;0;9,3;34,7;1;7;4;R;2014;;4;MEDIUM;3;4;0;40;20;22,5;PARTIAL;;;0;0
1077;12;1;72,1;37,2;1;6;4;R;2014;;4;LARGE;6;4;1;44;28;33,3;NO;;;0;0
1078;1;0;11,0666666666667;21,5;1;4;4;R;2014;;4;SMALL;2;4;0;40;8;27,7;NO;;;0;0
1079;10;0;9;28;1;5;4;R;2014;;4;MEDIUM;3;4;0;41;18;27,7;NO;;;0;0
1080;10;0;11,6;29,2;1;5;4;L;2014;;4;MEDIUM;3;4;0;44;21;27,7;NO;;;0;0
1081;12;0;23,7;35,3;1;6;4;R;2014;;4;LARGE;3;4;0;45;18;22,5;NO;;;0;0
1082;5;1;59,6666666666667;40,3;1;6;4;L;2014;;4;LARGE;6;4;1;47;17;27,7;YES;;;0;0
1083;2;0;36,2333333333333;40;1;5;4;R;2014;;4;LARGE;6;4;1;38;20;27,7;NO;;;0;0
1084;5;0;51,1;35;1;5;4;R;2014;;4;MEDIUM;3;5;0;43;15;31,3;PARTIAL;;;0;0
1085;3;0;70,5666666666667;42,7;1;5;4;L;2014;;4;LARGE;3;4;0;45;15;52,4;PARTIAL;;;0;0
1086;10;0;73,1666666666667;41,4;1;8;4;R;2014;;4;MEDIUM;3;4;0;40;18;22,5;NO;;;0;0
1087;12;0;64,8666666666667;35;1;5;4;L;2014;;4;MEDIUM;3;4;0;42;10;31,3;NO;;;0;0
1088;6;0;10,1;23;1;6;1;L;2014;;4;MEDIUM;2;4;0;46;13;31,3;NO;;;0;0
1089;7;1;38,2333333333333;55,7;1;6;4;R;2014;;4;LARGE;6;5;1;45;18;22,5;NO;;;0;0
1090;8;0;24,8;56;1;6;4;L;2014;;4;LARGE;6;4;1;42;20;31,3;NO;;;0;0
1091;10;1;26,3666666666667;43;1;6;4;R;2014;;4;LARGE;3;4;0;45;25;27,7;NO;;;0;0
1092;10;0;71,4;34;1;6;4;R;2014;;4;MEDIUM;3;4;0;48;22;24,2;NO;;;0;0
1093;3;0;15,5666666666667;30;1;5;4;R;2014;;4;MEDIUM;3;4;0;45;13;27,7;NO;;;0;0
1094;8;0;8,83333333333333;47;1;5;4;L;2014;;4;LARGE;5;4;0;46;12;27,7;NO;;;0;0
1095;12;0;24,3;26,3;1;5;4;R;2014;;4;SMALL;2;4;0;42;15;31,3;NO;;;0;0
1096;12;0;97,9333333333333;27,6;1;6;4;R;2014;;4;MEDIUM;2;4;0;40;9;27,7;NO;;;0;0
1097;1;1;106,966666666667;29,7;1;5;4;L;2014;;4;MEDIUM;3;4;0;40;10;31,3;NO;;;0;0
1098;10;0;7,23333333333333;24,3;1;5;4;R;2014;;4;MEDIUM;2;4;0;48;16;27,7;NO;;;0;0
1099;6;1;11,6666666666667;18,7;0;5;4;R;2014;;4;SMALL;2;4;0;40;10;22,5;PARTIAL;;;0;0
1100;6;1;14,1666666666667;19;0;5;4;L;2014;;4;SMALL;2;4;0;40;13;22,5;PARTIAL;;;0;0
1101;10;0;9,16666666666667;32,5;1;5;4;R;2014;;4;MEDIUM;3;4;0;41;10;31,3;NO;;;0;0
1102;10;0;11,0333333333333;35;1;5;4;L;2014;;4;MEDIUM;3;4;0;41;10;31,3;NO;;;0;0
1103;10;1;7,16666666666667;22;1;6;4;L;2014;;4;SMALL;2;4;0;43;12;27,7;NO;;;0;0
1104;3;0;10,9333333333333;49,3;1;5;4;L;2014;;4;X-LARGE;6;5;1;48;12;25,9;PARTIAL;;;0;0
1105;10;1;19,1;29;1;5;1;L;2014;;4;MEDIUM;3;4;0;48;22;27,7;YES;;;0;0
1106;5;0;19,1666666666667;32;1;5;4;L;2014;;4;LARGE;3;4;0;45;15;27,7;PARTIAL;;;0;0
1107;10;0;8,23333333333333;28,2;1;5;3;R;2014;;4;MEDIUM;3;4;0;38;15;31,3;NO;;;0;0
1108;11;1;24,4;15,9;0;5;4;L;2014;;4;X-SMALL;1;3;0;36;15;20,8;NO;;;0;0
1109;7;1;39,1;50,2;1;5;4;R;2014;;4;LARGE;6;5;1;40;15;35,3;NO;;;0;0
1110;2;1;140,633333333333;31;1;5;4;R;2014;;4;LARGE;6;5;1;40;11;31,3;NO;;;0;0
1111;7;0;62,9333333333333;60,1;1;5;4;R;2014;;4;X-LARGE;6;5;1;45;13;35,3;NO;;;0;0
1112;7;0;68,7666666666667;61;1;5;4;L;2014;;4;X-LARGE;6;5;1;45;18;31,3;NO;;;0;0
1113;9;1;40,1666666666667;35,6;1;6;4;R;2014;;4;MEDIUM;3;4;0;40;5;27,7;PARTIAL;;;0;0
1114;3;1;9,56666666666667;30,1;1;5;4;L;2014;;4;MEDIUM;3;4;0;39;30;39,5;NO;;;0;0
1115;3;0;52,7;47,1;1;5;4;L;2014;;4;LARGE;6;4;1;41;32;10,1;NO;;;0;0
1116;3;0;55,7333333333333;47,4;1;5;4;R;2014;;4;LARGE;6;4;1;45;20;11,5;NO;;;0;0
1117;12;1;111,866666666667;28;1;6;4;L;2014;;4;SMALL;2;4;0;45;10;22,5;NO;;;0;0
1118;11;0;52,0333333333333;24;1;5;4;R;2014;;4;SMALL;2;4;0;43;23;25,9;NO;;;0;0
1119;7;0;12,2333333333333;48,6;1;5;3;L;2014;;4;LARGE;6;4;1;44;6;31,3;NO;;;0;0
1120;5;1;11,2333333333333;28;1;4;4;R;2014;;4;MEDIUM;3;4;0;42;11;33,3;NO;;;0;0
1121;10;0;11,2;34,7;1;6;4;R;2014;;4;MEDIUM;3;4;0;45;25;22,5;YES;;;0;0
1122;5;1;54,1;37,2;1;7;3;R;2014;;4;MEDIUM;3;4;0;48;17;39,5;YES;;;0;0
1123;12;1;72,5666666666667;37,6;1;6;4;R;2014;;4;LARGE;6;4;1;45;24;27,7;NO;;;0;0
1124;9;0;63,5333333333333;49,6;1;5;4;R;2014;;4;LARGE;6;5;1;45;20;31,3;NO;;;0;0
1125;5;1;102,333333333333;38;1;6;4;R;2014;;4;LARGE;3;5;0;49;22;24,2;PARTIAL;;;0;0
1126;8;1;9,2;37;1;5;4;R;2014;;4;MEDIUM;3;4;0;41;10;29,5;NO;;;0;0
1127;5;1;38,3666666666667;32,5;1;5;4;L;2014;;4;MEDIUM;3;4;0;48;22;35,3;NO;;;0;0
1128;5;1;55,7666666666667;37,7;1;5;4;L;2014;;4;LARGE;6;5;1;45;29;35,3;PARTIAL;;;0;0
1129;10;1;13,7;29,7;1;6;4;R;2014;;4;MEDIUM;3;4;0;44;25;35,3;NO;;;0;0
1130;10;0;28,5666666666667;40;1;6;4;L;2014;;4;LARGE;3;4;0;45;11;31,3;NO;;;0;0
1131;10;1;8,23333333333333;28,4;1;6;4;L;2014;;4;MEDIUM;3;4;0;40;20;39,5;NO;;;0;0
1132;3;0;13,9;44,9;1;5;4;L;2014;;4;LARGE;6;4;1;45;18;27,7;NO;;;0;0
1133;12;0;9,76666666666667;32,2;1;5;4;L;2014;;4;MEDIUM;3;4;0;45;15;31,3;NO;;;0;0
1134;8;0;8,3;27,1;1;5;4;L;2014;;4;MEDIUM;3;4;0;40;11;35,3;NO;;;0;0
1135;2;1;15,8333333333333;19;0;6;4;L;2014;;4;SMALL;2;4;0;42;7;27,7;NO;;;0;0
1136;2;1;19,1666666666667;20,2;1;6;4;R;2014;;4;SMALL;2;4;0;42;7;27,7;PARTIAL;;;0;0
1137;10;0;65,4;26,7;1;5;1;R;2014;;4;SMALL;2;4;0;43;12;27,7;NO;;;0;0
1138;5;0;15,0333333333333;35,2;1;5;4;L;2014;;4;LARGE;3;4;0;42;20;24,2;PARTIAL;;;0;0
1139;4;1;91,2666666666667;32,4;1;7;4;L;2014;;4;SMALL;2;4;0;45;15;27,7;NO;;;0;0
1140;9;1;12,8666666666667;32,8;1;6;4;L;2014;;4;MEDIUM;3;4;0;47;12;27,7;NO;;;0;0
1141;8;0;49,7666666666667;51;1;6;4;R;2014;;4;X-LARGE;6;5;1;42;29;25,9;NO;;;0;0
1142;10;0;150,6;38,8;1;6;4;R;2014;;4;MEDIUM;3;5;0;43;15;27,7;NO;;;0;0
1143;8;0;88,7;52,2;1;5;4;L;2014;;4;X-LARGE;6;5;1;45;14;17,7;NO;;;0;0
1144;10;0;52,6666666666667;40,7;1;5;4;R;2014;;4;LARGE;3;4;0;40;18;31,3;NO;;;0;0
1145;10;0;54,2333333333333;40,3;1;6;4;L;2014;;4;LARGE;3;4;0;42;15;31,3;NO;;;0;0
1146;2;0;18,9;30,3;1;5;4;L;2014;;4;MEDIUM;3;4;0;43;18;35,3;NO;;;0;0
1147;2;0;29,6333333333333;30,5;1;5;4;R;2014;;4;MEDIUM;3;4;0;45;22;35,3;PARTIAL;;;0;0
1148;5;0;67,9666666666667;41,5;1;5;4;L;2014;;4;LARGE;6;4;1;42;16;24,2;PARTIAL;;;0;0
1149;5;1;6,93333333333333;23,2;1;5;4;L;2014;;4;MEDIUM;3;4;0;41;32;24,2;YES;;;0;0
1150;5;1;11,5666666666667;27,4;1;5;4;R;2014;;4;MEDIUM;3;4;0;40;20;31,3;YES;;;0;0
1151;12;0;28,6333333333333;33;1;5;4;R;2014;;4;MEDIUM;3;4;0;41;18;27,7;NO;;;0;0
1152;12;1;28,5333333333333;26,1;1;5;4;L;2014;;4;MEDIUM;3;4;0;45;2;17,7;PARTIAL;;;0;0
1153;12;1;32,3666666666667;26,1;1;6;4;R;2014;;4;MEDIUM;3;4;0;43;16;27,7;YES;;;0;0
1154;5;0;13,7666666666667;33,6;1;4;4;R;2014;;4;LARGE;3;4;0;40;20;31,3;YES;;;0;0
1155;3;1;109,266666666667;45;1;6;4;R;2014;;4;LARGE;6;4;1;45;20;27,7;YES;;;0;0
1156;10;1;16,6;31,3;1;6;4;R;2014;;4;MEDIUM;3;4;0;40;20;27,7;NO;;;0;0
1157;10;0;61,7;32,4;1;5;4;L;2014;;4;MEDIUM;3;4;0;43;18;27,7;PARTIAL;;;0;0
1158;10;0;115,366666666667;46;1;8;4;L;2014;;4;LARGE;6;4;1;45;15;31,3;NO;;;0;0
1159;11;0;6,83333333333333;21;1;5;4;R;2014;;4;MEDIUM;3;4;0;38;15;35,3;NO;;;0;0
1160;12;0;8,86666666666667;26,7;1;5;4;L;2014;;4;MEDIUM;3;4;0;38;18;31,3;NO;;;0;0
1161;10;0;14,5333333333333;37,9;1;5;3;R;2014;;4;MEDIUM;3;4;0;48;20;27,7;PARTIAL;;;0;0
1162;10;1;18,1333333333333;30,8;1;5;4;L;2014;;4;MEDIUM;3;4;0;41;15;33,3;PARTIAL;;;0;0
1163;10;0;8;29,5;1;5;3;R;2014;;4;MEDIUM;3;4;0;44;15;27,7;NO;;;0;0
1164;2;0;49;38;1;6;4;L;2014;;4;LARGE;6;4;1;45;10;22,5;PARTIAL;;;0;0
1165;2;0;26,0666666666667;35,4;1;4;4;R;2014;;4;LARGE;6;4;1;43;15;27,7;NO;;;0;0
1166;10;1;42,5666666666667;38,6;1;7;4;R;2014;;4;MEDIUM;3;4;0;51;30;31,3;NO;;;0;0
1167;10;1;45,6;33,7;1;6;4;L;2014;;4;MEDIUM;3;4;0;48;25;31,3;NO;;;0;0
1168;2;1;103,3;28,2;1;7;1;R;2014;;4;SMALL;2;4;0;46;18;31,3;NO;;;0;0
1169;2;0;9,96666666666667;25,8;1;5;4;L;2014;;4;MEDIUM;3;4;0;45;20;39,5;NO;;;0;0
1170;2;0;12,6;26,6;1;5;4;R;2014;;4;MEDIUM;3;4;0;44;18;31,3;NO;;;0;0
1171;11;0;10,5666666666667;24;1;5;4;R;2014;;4;MEDIUM;3;4;0;45;16;37,3;NO;;;0;0
1172;11;0;8,73333333333333;23,2;1;5;4;R;2014;;4;SMALL;2;4;0;40;14;29,5;NO;;;0;0
1173;11;0;11,3;23,1;1;5;4;L;2014;;4;SMALL;2;4;0;40;16;29,5;NO;;;0;0
1174;5;0;72,8333333333333;41,2;1;4;4;R;2014;;4;LARGE;5;4;0;42;23;52,4;NO;;;0;0
1175;10;0;84,5666666666667;31,8;1;6;4;L;2014;;4;SMALL;2;4;0;45;23;31,3;NO;;;0;0
1176;2;0;8,26666666666667;34;1;5;4;L;2014;;4;LARGE;6;4;1;42;16;37,3;NO;;;0;0
1177;12;1;31,5;30;1;5;4;L;2014;;4;MEDIUM;3;4;0;43;12;27,7;PARTIAL;;;0;0
1178;10;1;8,86666666666667;26,8;1;8;4;R;2014;;4;MEDIUM;3;4;0;45;13;31,3;NO;;;0;0
1179;10;1;11,0333333333333;28,1;1;7;4;L;2014;;4;MEDIUM;3;4;0;45;18;27,7;NO;;;0;0
1180;3;0;12,5333333333333;47;1;5;3;R;2014;;4;LARGE;6;4;1;40;22;29,5;NO;;;0;0
1181;9;0;7,63333333333333;37,1;1;5;4;R;2014;;4;LARGE;3;4;0;45;15;39,5;PARTIAL;;;0;0
1182;5;0;80,5333333333333;29,3;1;5;4;R;2014;;4;MEDIUM;3;4;0;40;20;31,3;NO;;;0;0
1183;2;0;21,5;35,1;1;5;1;R;2014;;4;LARGE;6;4;1;42;10;37,3;NO;;;0;0
1184;6;1;20,8666666666667;18,5;0;5;4;R;2014;;4;SMALL;2;4;0;40;15;22,5;NO;;;0;0
1185;10;0;25,8333333333333;27,7;1;5;4;L;2014;;4;MEDIUM;3;4;0;40;25;31,3;NO;;;0;0
1186;6;0;14,4;31;1;6;4;L;2014;;4;MEDIUM;3;4;0;40;16;37,3;PARTIAL;;;0;0
1187;13;0;11,0333333333333;52;1;4;4;R;2014;;4;X-LARGE;8;5;1;40;28;29,5;NO;;;0;0
1188;10;1;154,466666666667;37;1;8;4;R;2014;;4;SMALL;2;4;0;45;14;33,3;PARTIAL;;;0;0
1189;5;0;27,1;39,4;1;5;4;R;2014;;4;LARGE;6;4;1;40;19;35,3;PARTIAL;;;0;0
1190;10;0;10,0666666666667;33,6;1;5;4;R;2014;;4;MEDIUM;3;4;0;40;12;31,3;NO;;;0;0
1191;5;0;19,0666666666667;38,5;1;5;4;R;2013;;4;LARGE;6;4;1;45;17;22,5;PARTIAL;;;0;0
1192;5;0;104,233333333333;47,8;1;5;4;R;2013;;4;LARGE;6;4;1;42;18;39,5;PARTIAL;;;0;0
1193;5;0;143,233333333333;38;1;6;4;R;2013;;4;LARGE;3;5;0;43;14;24,2;PARTIAL;;;0;0
1194;2;0;8,73333333333333;22,6;1;5;4;L;2013;;4;SMALL;2;4;0;38;6;35,3;NO;;;0;0
1195;2;0;10,9333333333333;23,2;1;5;4;R;2013;;4;SMALL;2;4;0;45;16;29,5;PARTIAL;;;0;0
1196;11;0;7,43333333333333;17;0;4;3;L;2013;;4;SMALL;2;4;0;44;16;25,9;NO;;;0;0
1197;5;0;70,3333333333333;34,1;1;5;4;R;2013;;4;LARGE;3;4;0;52;10;31,3;PARTIAL;;;0;0
1198;5;1;8,4;28,5;1;5;4;L;2013;;4;MEDIUM;3;4;0;40;20;25,9;PARTIAL;;;0;0
1199;12;1;59,5;38;1;6;4;L;2013;;4;LARGE;6;4;1;45;26;35,3;PARTIAL;;;0;0
1200;5;1;8,66666666666667;28;1;5;4;L;2013;;4;MEDIUM;3;4;0;43;25;31,3;PARTIAL;;;0;0
1201;10;0;12,2;31;1;5;4;R;2013;;4;MEDIUM;3;4;0;40;15;41,7;NO;;;0;0
1202;10;1;28,8;27,3;1;7;4;R;2013;;4;SMALL;2;4;0;45;22;10,1;NO;;;0;0
1203;5;1;57,1;44,5;1;7;4;R;2013;;4;LARGE;6;4;1;48;17;27,7;PARTIAL;;;0;0
1204;13;1;44,8;45;1;6;4;R;2013;;4;LARGE;6;4;1;45;14;41,7;NO;;;0;0
1205;13;1;50,2;44,2;1;6;4;L;2013;;4;LARGE;6;4;1;45;12;22,5;NO;;;0;0
1206;4;0;9,86666666666667;22,5;1;5;4;L;2013;;4;SMALL;2;3;0;50;10;35,3;PARTIAL;;;0;0
1207;5;0;93,4333333333333;47,8;1;5;4;R;2013;;4;LARGE;6;4;1;43;10;41,7;PARTIAL;;;0;0
1208;7;1;34,0333333333333;50;1;6;4;L;2013;;4;LARGE;5;5;0;45;15;33,3;NO;;;0;0
1209;10;1;11,3;39;1;6;4;L;2013;;4;LARGE;4;4;1;41;19;29,5;NO;;;0;0
1210;5;0;12,2666666666667;34;1;5;4;R;2013;;4;LARGE;3;4;0;40;13;20,8;PARTIAL;;;0;0
1211;10;0;12,8333333333333;31,7;1;6;4;R;2013;;4;MEDIUM;3;4;0;43;22;39,5;PARTIAL;;;0;0
1212;12;0;14,1333333333333;32,4;1;5;4;R;2013;;4;MEDIUM;3;4;0;40;18;29,5;NO;;;0;0
1213;8;0;7,23333333333333;44;1;5;4;R;2013;;4;LARGE;3;4;0;43;22;33,3;NO;;;0;0
1214;5;0;10,2333333333333;38,6;1;6;3;R;2013;;4;LARGE;6;4;1;45;30;41,7;NO;;;0;0
1215;5;1;7,86666666666667;25,6;1;5;4;L;2013;;4;MEDIUM;2;4;0;40;18;17,7;PARTIAL;;;0;0
1216;5;1;10,4;28,7;1;5;4;R;2013;;4;MEDIUM;3;4;0;45;18;17,7;PARTIAL;;;0;0
1217;11;0;94,9;24;1;5;4;L;2013;;4;SMALL;2;4;0;38;11;25,9;NO;;;0;0
1218;3;0;12,2;47;1;5;4;R;2013;;4;LARGE;5;5;0;44;17;27,7;NO;;;0;0
1219;12;0;12,4;37,6;1;7;4;R;2013;;4;MEDIUM;3;4;0;46;15;25,9;NO;;;0;0
1220;7;0;91,8;64,5;1;8;4;L;2013;;4;LARGE;5;5;0;40;7;31,3;NO;;;0;0
1221;7;0;42,9;62,5;1;5;4;L;2013;;4;LARGE;6;4;1;43;18;35,3;PARTIAL;;;0;0
1222;12;1;15,0333333333333;33;1;5;4;R;2013;;4;MEDIUM;3;4;0;42;12;27,7;NO;;;0;0
1223;3;1;8,23333333333333;28,8;1;5;4;L;2013;;4;MEDIUM;3;4;0;40;19;25,9;PARTIAL;;;0;0
1224;3;1;9,86666666666667;31,5;1;5;4;R;2013;;4;MEDIUM;3;4;0;47;15;27,7;PARTIAL;;;0;0
1225;3;1;64,8;29;1;5;4;R;2013;;4;MEDIUM;3;4;0;44;20;29,5;PARTIAL;;;0;0
1226;12;1;64,0666666666667;28,6;1;6;3;R;2013;;4;MEDIUM;3;4;0;38;24;27,7;PARTIAL;;;0;0
1227;10;0;97,9;34,6;1;6;4;R;2013;;4;MEDIUM;3;4;0;49;17;29,5;NO;;;0;0
1228;5;1;84,1;30,3;1;5;4;L;2013;;4;LARGE;3;4;0;38;18;25,9;PARTIAL;;;0;0
1229;10;0;22,7333333333333;32,7;1;6;4;L;2013;;4;MEDIUM;3;4;0;46;6;25,9;PARTIAL;;;0;0
1230;13;0;32,4333333333333;41,3;1;4;4;L;2013;;4;LARGE;6;4;1;38;17;37,3;NO;;;0;0
1231;5;0;28,9;32,9;1;5;4;L;2013;;4;LARGE;3;4;0;40;13;41,7;PARTIAL;;;0;0
1232;13;1;54,5666666666667;42;1;7;4;L;2013;;4;LARGE;3;4;0;42;21;24,2;NO;;;0;0
