CASE_ID;BREED;GENDER_01;AGEATSURGERYmo;BODYWEIGHTKG;Taglia;BCS;INDICATIONFORTHR;HIPRL;YEAR;n_luxation;GENERATION;STEMSIZE;CUPSIZE;NECKSIZE;HEADSIZE;ALO;CUPRETROVERSION;STEMANTEVERSIONREAL;RECTUSFEMORISM.RELEASE;first_lux_days_after_thr;DIRECTION;LUX_01;LUX_CR
782;11;1;33;23,2;1;4;4;L;2017;;5;MEDIUM;2;4;0;40;16;14,6;NO;;;0;0
783;11;0;7,1;24,2;1;5;4;L;2017;;5;SMALL;2;4;0;40;15;19,2;PARTIAL;;;0;0
784;10;0;85,0333333333333;37;1;7;4;R;2017;;5;MEDIUM;6;6;1;42;20;25,9;PARTIAL;;;0;0
785;11;1;9,8;20,5;1;4;4;L;2017;;5;SMALL;2;4;0;44;20;27,7;PARTIAL;;;0;0
786;5;1;20,5666666666667;22,5;1;4;4;L;2017;;5;SMALL;2;4;0;38;17;17,7;PARTIAL;;;0;0
787;2;1;83,4666666666667;25;1;5;4;L;2017;;5;SMALL;2;4;0;40;15;20,8;NO;;;0;0
788;13;0;12,0333333333333;43;1;5;4;L;2017;;5;LARGE;6;5;1;44;20;22,5;NO;;;0;0
789;8;0;37,7333333333333;48,7;1;5;4;L;2017;;5;LARGE;6;5;1;45;25;17,7;NO;;;0;0
790;10;0;10,0333333333333;37,6;1;5;4;L;2017;;5;MEDIUM;3;4;0;45;14;14,6;NO;;;0;0
791;10;1;10,2333333333333;26,9;1;6;4;R;2016;;5;MEDIUM;4;4;1;47;16;22,5;NO;;;0;0
792;10;1;75,2333333333333;31,6;1;6;4;R;2016;;5;MEDIUM;3;4;0;40;12;22,5;NO;;;0;0
793;5;0;97,2;40,1;1;5;4;R;2016;;5;LARGE;6;5;1;52;12;27,7;YES;;;0;0
794;12;0;83,7333333333333;39,3;1;5;4;R;2016;;5;MEDIUM;3;5;0;45;16;27,7;NO;;;0;0
795;2;0;7,63333333333333;27,2;1;5;4;R;2016;;5;SMALL;2;4;0;45;10;27,7;NO;;;0;0
796;9;1;25,5666666666667;52;1;6;4;R;2016;;5;LARGE;6;5;1;46;15;22,5;PARTIAL;;;0;0
797;10;1;9,23333333333333;29,8;1;5;4;R;2016;;5;MEDIUM;3;4;0;43;20;31,3;NO;;;0;0
798;12;0;9,76666666666667;33,4;1;5;4;L;2016;;5;MEDIUM;4;4;1;40;20;35,3;NO;;;0;0
799;12;0;83,8;36,8;1;6;4;R;2016;;5;LARGE;3;5;0;47;20;35,3;NO;;;0;0
800;12;1;20,6333333333333;29,8;1;4;4;R;2016;;5;MEDIUM;4;4;1;39;15;27,7;NO;;;0;0
801;5;1;14,7666666666667;25,1;1;5;4;R;2016;;5;SMALL;2;4;0;46;20;31,3;PARTIAL;;;0;0
802;10;1;67,3666666666667;32,5;1;7;4;R;2016;;5;MEDIUM;3;4;0;42;25;25,9;NO;;;0;0
803;3;0;8,56666666666667;38,1;1;5;4;R;2016;;5;LARGE;6;5;1;40;12;27,7;NO;;;0;0
804;5;1;62,4;31,7;1;5;4;R;2016;;5;MEDIUM;4;4;1;43;20;31,3;NO;;;0;0
805;10;1;28,0666666666667;30,7;1;5;4;L;2016;;5;MEDIUM;4;4;1;45;23;41,7;PARTIAL;;;0;0
806;11;0;22;21,8;1;4;4;L;2016;;5;SMALL;2;4;0;45;15;27,7;NO;;;0;0
807;12;0;20,1;34;1;4;4;L;2016;;5;MEDIUM;4;4;1;40;20;41,7;PARTIAL;;;0;0
808;9;0;32,9333333333333;42,3;1;5;4;L;2016;;5;LARGE;6;6;1;41;24;37,3;NO;;;0;0
809;8;1;46,1;38,4;1;5;4;L;2016;;5;LARGE;4;5;1;43;14;31,3;PARTIAL;;;0;0
810;10;0;9,5;25,7;1;5;4;R;2016;;5;SMALL;2;4;0;43;20;22,5;PARTIAL;;;0;0
811;9;0;44,9666666666667;52,6;1;6;4;L;2016;;5;LARGE;6;6;1;45;12;31,3;NO;;;0;0
812;10;0;10,4;30,2;1;6;4;L;2016;;5;MEDIUM;4;4;1;46;20;22,5;PARTIAL;;;0;0
813;10;0;77,7666666666667;40,8;1;7;4;L;2016;;5;MEDIUM;4;5;1;45;20;24,2;NO;;;0;0
814;5;0;45,2666666666667;39,8;1;5;4;R;2016;;5;LARGE;6;5;1;44;20;31,3;PARTIAL;;;0;0
815;3;0;12,3;49,2;1;5;4;L;2016;;5;LARGE;6;5;1;46;15;17,7;NO;;;0;0
816;10;1;10;29,5;1;7;4;R;2016;;5;MEDIUM;4;4;1;49;17;25,9;PARTIAL;;;0;0
817;7;0;9,16666666666667;46,4;1;4;4;R;2016;;5;LARGE;8;5;1;45;15;24,2;NO;;;0;0
818;2;0;21;28,6;1;5;4;R;2016;;5;MEDIUM;2;4;0;48;18;20,8;NO;;;0;0
819;10;0;22,3666666666667;33;1;7;4;L;2016;;5;MEDIUM;4;4;1;43;19;27,7;PARTIAL;;;0;0
820;9;1;17,6333333333333;32,3;1;5;4;R;2016;;5;LARGE;4;5;1;46;20;27,7;PARTIAL;;;0;0
821;11;1;12,4;23,7;1;6;4;R;2016;;5;SMALL;2;4;0;46;22;31,3;PARTIAL;;;0;0
822;1;1;47,5;27,8;1;5;4;L;2016;;5;MEDIUM;4;5;1;43;24;37,3;NO;;;0;0
823;1;1;9,56666666666667;19,5;0;5;4;L;2016;;5;MEDIUM;2;4;0;46;18;31,3;NO;;;0;0
824;9;0;16,0333333333333;42,5;1;5;4;L;2016;;5;LARGE;4;5;1;39;12;31,3;PARTIAL;;;0;0
825;10;0;8,93333333333333;29;1;5;4;R;2016;;5;MEDIUM;4;4;1;50;18;27,7;PARTIAL;;;0;0
826;5;1;83,9333333333333;38,5;1;7;4;R;2016;;5;LARGE;6;5;1;48;24;29,5;NO;;;0;0
827;11;1;18,8333333333333;22,6;1;5;4;L;2016;;5;MEDIUM;2;4;0;46;18;27,7;NO;;;0;0
828;10;0;72,2333333333333;43,2;1;6,5;4;L;2016;;5;LARGE;6;5;1;44;20;27,7;NO;;;0;0
829;2;0;10,0333333333333;28,5;1;5;4;L;2016;;5;SMALL;2;4;0;44;15;27,7;NO;;;0;0
830;5;1;41,0666666666667;29;1;4;4;L;2016;;5;LARGE;4;5;1;40;20;24,2;NO;;;0;0
831;12;1;17,1;30,3;1;6;4;R;2016;;5;MEDIUM;2;4;0;45;20;31,3;NO;;;0;0
832;12;0;12,1333333333333;34;1;5;4;R;2016;;5;MEDIUM;4;4;1;45;20;31,3;NO;;;0;0
833;6;1;60,4;26,9;1;7,5;4;L;2016;;5;SMALL;2;4;0;42;25;22,5;PARTIAL;;;0;0
834;10;0;13,6;30,5;1;5;4;L;2016;;5;MEDIUM;4;4;1;40;18;17,7;PARTIAL;;;0;0
835;8;0;12,6;37,9;1;5;4;L;2016;;5;LARGE;6;4;1;40;17;25,9;NO;;;0;0
836;10;1;39,6;29,2;1;6;4;R;2016;;5;SMALL;4;4;1;44;25;24,2;PARTIAL;;;0;0
837;9;1;11,2666666666667;34,6;1;5;4;L;2016;;5;MEDIUM;4;4;1;46;18;27,7;PARTIAL;;;0;0
838;3;0;23;39;1;5;4;R;2016;;5;LARGE;6;5;1;52;25;27,7;PARTIAL;;;0;0
839;10;0;70,0333333333333;37;1;6,5;4;R;2016;;5;MEDIUM;4;4;1;50;8;31,3;PARTIAL;;;0;0
840;3;0;13,7666666666667;65;1;5;4;R;2016;;5;TIGER;10;5;4;42;15;31,3;NO;;;0;0
841;10;1;61,9;28,3;1;6;4;L;2016;;5;SMALL;2;4;0;40;18;31,3;NO;;;0;0
842;6;1;52,2333333333333;24,1;1;6,5;4;R;2016;;5;X-SMALL;1;4;0;40;20;14,6;YES;;;0;0
843;5;0;51,7333333333333;43,5;1;5;4;L;2016;;5;LARGE;6;5;1;47;30;31,3;PARTIAL;;;0;0
844;6;1;66,6;16;0;5;4;L;2016;;5;X-SMALL;1;4;0;45;20;31,3;PARTIAL;;;0;0
845;3;1;14,3;44,2;1;5;4;L;2016;;5;LARGE;6;5;1;38;12;24,2;NO;;;0;0
846;1;1;11,4333333333333;20,9;1;5;4;R;2016;;5;MEDIUM;2;4;0;46;20;31,3;NO;;;0;0
847;10;1;83,9666666666667;27,7;1;5;4;L;2016;;5;MEDIUM;2;5;0;42;18;31,3;NO;;;0;0
848;11;1;14,6;23,5;1;5;4;L;2016;;5;SMALL;2;4;0;46;22;31,3;PARTIAL;;;0;0
849;2;0;14,4;25,1;1;5;4;R;2016;;5;MEDIUM;4;4;1;48;20;27,7;PARTIAL;;;0;0
850;7;1;11,7666666666667;44,3;1;6,5;4;R;2016;;5;LARGE;6;5;1;44;12;24,2;NO;;;0;0
851;10;0;11,0666666666667;33,2;1;6;4;L;2016;;5;MEDIUM;4;4;1;46;20;31,3;NO;;;0;0
852;10;1;62,5333333333333;33,8;1;7;4;L;2016;;5;MEDIUM;4;4;1;45;17;27,7;PARTIAL;;;0;0
853;8;0;9,36666666666667;38,9;1;5;3;R;2016;;5;LARGE;6;5;1;40;4;27,7;PARTIAL;;;0;0
854;3;0;57,7666666666667;30,5;1;5;4;L;2016;;5;MEDIUM;4;4;1;38;25;35,3;NO;;;0;0
855;12;0;39,8;27,5;1;6,5;4;L;2016;;5;SMALL;2;4;0;47;20;14,6;NO;;;0;0
856;12;1;77,8333333333333;39,4;1;6,5;4;R;2016;;5;LARGE;6;5;1;45;20;31,3;NO;;;0;0
857;5;0;111,3;34;1;4;4;L;2016;;5;LARGE;6;6;1;42;35;37,3;PARTIAL;;;0;0
858;5;1;81,8333333333333;31,4;1;5;4;L;2016;;5;MEDIUM;4;5;1;40;16;27,7;NO;;;0;0
859;10;1;67,2666666666667;31,6;1;7;4;R;2016;;5;MEDIUM;4;4;1;43;20;17,7;NO;;;0;0
860;10;1;82,9;29,5;1;7;4;R;2016;;5;MEDIUM;2;4;0;44;10;31,3;NO;;;0;0
861;9;1;13,4;36,8;1;5;4;R;2016;;5;MEDIUM;4;4;1;45;13;25,9;NO;;;0;0
862;10;0;35,2;31,1;1;5;4;L;2016;;5;MEDIUM;2;4;0;40;22;27,7;NO;;;0;0
863;12;0;24,7666666666667;34,7;1;4;4;R;2016;;5;MEDIUM;4;4;1;40;13;27,7;PARTIAL;;;0;0
864;10;1;9,23333333333333;22;1;5;4;L;2016;;5;SMALL;2;4;0;40;15;31,3;PARTIAL;;;0;0
865;5;1;33,3666666666667;29,4;1;5;4;R;2016;;5;LARGE;4;4;1;37;16;25,9;PARTIAL;;;0;0
866;5;1;63,2666666666667;34,5;1;5;4;L;2016;;5;MEDIUM;4;4;1;40;20;24,2;NO;;;0;0
867;5;1;97,5333333333333;32,5;1;5;4;L;2016;;5;MEDIUM;4;5;1;40;15;22,5;PARTIAL;;;0;0
868;9;0;9,6;35;1;5;4;R;2016;;5;MEDIUM;4;4;1;40;14;27,7;NO;;;0;0
869;6;1;64,1666666666667;25,6;1;7;4;R;2016;;5;SMALL;2;4;0;42;25;22,5;PARTIAL;;;0;0
870;5;1;17,2666666666667;33,2;1;6,5;4;L;2016;;5;MEDIUM;4;4;1;42;20;27,7;PARTIAL;;;0;0
871;10;0;80,4;20,6;1;5;4;R;2016;;5;SMALL;2;4;0;40;26;24,2;PARTIAL;;;0;0
872;8;0;85,9;48;1;5;4;L;2016;;5;X-LARGE;6;5;1;43;28;19,2;PARTIAL;;;0;0
873;5;1;65,7333333333333;27,5;1;5;4;R;2016;;5;MEDIUM;4;5;1;39;28;27,7;PARTIAL;;;0;0
874;5;1;7;22,8;1;4;4;R;2016;;5;MEDIUM;4;4;1;40;15;22,5;PARTIAL;;;0;0
875;5;1;52,7666666666667;30,8;1;4;4;L;2016;;5;MEDIUM;4;4;1;45;25;39,5;PARTIAL;;;0;0
876;5;1;7,06666666666667;25,2;1;4;4;R;2016;;5;MEDIUM;4;4;1;38;22;35,3;YES;;;0;0
877;10;1;8,16666666666667;18,4;0;4;4;R;2016;;5;SMALL;2;4;0;38;22;35,3;NO;;;0;0
878;2;1;95,5333333333333;32;1;5;4;R;2016;;5;MEDIUM;4;4;1;45;22;27,7;PARTIAL;;;0;0
879;12;0;25,5333333333333;29,2;1;4;4;L;2016;;5;SMALL;2;4;0;44;20;31,3;PARTIAL;;;0;0
880;8;1;9,56666666666667;35,3;1;5;4;R;2016;;5;LARGE;4;4;1;41;24;19,2;NO;;;0;0
881;2;1;18,9666666666667;31,5;1;5;4;L;2016;;5;MEDIUM;4;4;1;43;18;14,6;PARTIAL;;;0;0
882;10;0;66,2333333333333;41;1;6;4;L;2016;;5;LARGE;6;5;1;47;10;22,5;PARTIAL;;;0;0
883;9;1;21,4;41;1;7;4;L;2016;;5;MEDIUM;4;5;1;50;20;24,2;NO;;;0;0
884;13;0;53,2666666666667;41,3;1;5;4;L;2016;;5;MEDIUM;6;4;1;40;15;20,8;YES;;;0;0
885;8;0;18;42,4;1;5;4;R;2016;;5;LARGE;6;4;1;46;22;14,6;NO;;;0;0
886;3;1;19,4333333333333;49;1;5;4;R;2016;;5;LARGE;6;4;1;48;18;14,6;NO;;;0;0
887;5;1;78,3333333333333;31,1;1;6,5;4;R;2016;;5;MEDIUM;4;4;1;39;0;17,7;YES;;;0;0
888;3;0;57,8;31,7;1;4;4;R;2016;;5;MEDIUM;4;4;1;38;20;14,6;NO;;;0;0
889;3;0;60,5333333333333;55,3;1;5;4;R;2016;;5;LARGE;8;5;1;43;20;14,6;NO;;;0;0
890;10;0;15,2333333333333;33;1;5;4;R;2016;;5;MEDIUM;4;4;1;45;15;19,2;NO;;;0;0
891;5;1;100,766666666667;33,5;1;5;4;R;2016;;5;MEDIUM;4;5;1;45;15;22,5;PARTIAL;;;0;0
892;5;0;57,3333333333333;43,5;1;5;4;L;2016;;5;LARGE;6;5;1;48;20;24,2;PARTIAL;;;0;0
893;6;1;57,8666666666667;23,2;1;6,5;4;L;2016;;5;X-SMALL;1;4;0;43;22;27,7;YES;;;0;0
894;6;1;72,2333333333333;15,9;0;5;4;R;2016;;5;X-SMALL;1;4;0;45;20;31,3;PARTIAL;;;0;0
895;10;0;97,9;30,1;1;4;4;L;2016;;5;MEDIUM;4;5;1;40;17;14,6;NO;;;0;0
896;2;0;18,4333333333333;32,4;1;5;4;L;2016;;5;SMALL;2;4;0;40;15;22,5;PARTIAL;;;0;0
897;10;1;10,2666666666667;29,6;1;6,5;4;R;2016;;5;MEDIUM;4;4;1;40;30;31,3;PARTIAL;;;0;0
898;9;0;37,1;49,7;1;5;4;L;2016;;5;LARGE;6;5;1;45;15;24,2;NO;;;0;0
899;10;0;43,5;39,6;1;5;4;L;2016;;5;LARGE;6;5;1;45;10;20,8;NO;;;0;0
900;3;0;17,5;44,2;1;5;4;L;2016;;5;LARGE;6;5;1;46;20;27,7;PARTIAL;;;0;0
901;1;1;17,3666666666667;17,4;0;4;4;R;2016;;5;SMALL;2;4;0;40;16;17,7;PARTIAL;;;0;0
902;10;0;92,7333333333333;24,4;1;5;4;L;2016;;5;SMALL;2;4;0;40;20;31,3;NO;;;0;0
903;10;0;39,6;32,2;1;6;4;R;2016;;5;MEDIUM;4;4;1;45;15;14,6;NO;;;0;0
904;11;0;8,73333333333333;23,7;1;4;4;R;2016;;5;MEDIUM;4;4;1;40;12;17,7;PARTIAL;;;0;0
905;5;1;91,5666666666667;37,2;1;6,5;4;L;2016;;5;LARGE;6;5;1;45;25;31,3;NO;;;0;0
906;10;1;40;25;1;5;4;L;2016;;5;SMALL;2;4;0;40;22;22,5;PARTIAL;;;0;0
907;10;0;66,9666666666667;33,7;1;5;4;L;2016;;5;MEDIUM;4;4;1;47;18;27,7;PARTIAL;;;0;0
908;12;0;9,16666666666667;35;1;5;4;L;2016;;5;LARGE;6;5;1;45;15;22,5;NO;;;0;0
909;5;1;51,0666666666667;31,5;1;5;4;L;2016;;5;MEDIUM;4;5;1;38;28;31,3;PARTIAL;;;0;0
910;8;0;22,6333333333333;35,7;1;5;4;R;2016;;5;MEDIUM;4;4;1;44;18;17,7;PARTIAL;;;0;0
911;10;1;78,8333333333333;33;1;6;4;L;2016;;5;MEDIUM;4;4;1;45;18;27,7;NO;;;0;0
912;11;0;11,1;23,7;1;5;4;R;2016;;5;SMALL;2;4;0;42;20;20,8;PARTIAL;;;0;0
913;10;1;20,5333333333333;26;1;5;4;R;2016;;5;MEDIUM;4;4;1;45;25;14,6;NO;;;0;0
914;5;1;20,8;37;1;7;4;R;2016;;5;MEDIUM;4;4;1;48;25;13,1;NO;;;0;0
915;8;0;7,26666666666667;35,3;1;6,5;4;R;2016;;5;MEDIUM;4;4;1;45;18;19,2;YES;;;0;0
916;5;1;44,2333333333333;26,3;1;4;4;R;2016;;5;MEDIUM;4;5;1;40;22;24,2;YES;;;0;0
917;3;0;6,06666666666667;27,7;1;5;4;R;2016;;5;MEDIUM;4;5;1;36;10;20,8;NO;;;0;0
918;10;1;12,6;24,8;1;5;4;L;2016;;5;MEDIUM;2;4;0;45;18;31,3;PARTIAL;;;0;0
919;5;1;7,83333333333333;29,2;1;5;4;R;2016;;5;MEDIUM;4;4;1;44;18;22,5;PARTIAL;;;0;0
920;10;1;19,9666666666667;26,3;1;5;4;R;2016;;5;SMALL;2;4;0;43;22;24,2;PARTIAL;;;0;0
921;10;1;83,2666666666667;33;1;6;4;L;2016;;5;SMALL;2;4;0;45;13;17,7;NO;;;0;0
922;11;1;8,4;22;1;4;4;L;2016;;5;SMALL;2;4;0;38;16;31,3;NO;;;0;0
923;2;1;85,8666666666667;21;1;5;4;R;2016;;5;SMALL;2;4;0;40;18;20,8;PARTIAL;;;0;0
924;12;0;12,9666666666667;31,6;1;4;3;L;2016;;5;SMALL;2;5;0;35;18;8,6;NO;;;0;0
925;1;0;56,2666666666667;22,3;1;5;4;R;2016;;5;SMALL;2;4;0;40;18;17,7;NO;;;0;0
926;3;1;20,4;34,2;1;5;4;L;2016;;5;MEDIUM;4;4;1;43;22;31,3;NO;;;0;0
927;10;0;117;33,2;1;5;4;L;2016;;5;MEDIUM;3;5;0;46;20;20,8;NO;;;0;0
928;10;1;89,2333333333333;29;1;6,5;4;L;2016;;5;MEDIUM;2;4;0;45;15;22,5;PARTIAL;;;0;0
929;7;0;17,2666666666667;50,8;1;5;4;L;2016;;5;LARGE;6;5;1;43;15;22,5;PARTIAL;;;0;0
930;5;0;9,9;41;1;4;4;L;2016;;5;LARGE;6;6;1;40;20;24,2;PARTIAL;;;0;0
931;5;0;90,8333333333333;44,3;1;5;4;R;2015;;5;LARGE;6;4;1;40;22;35,3;PARTIAL;;;0;0
932;12;1;33,6;32;1;5;4;L;2015;;5;LARGE;3;4;0;43;20;31,3;PARTIAL;;;0;0
933;12;1;34,8333333333333;33,7;1;5;4;R;2015;;5;LARGE;3;5;0;42;17;31,3;NO;;;0;0
934;5;0;75,4333333333333;53,5;1;5;4;L;2015;;5;X-LARGE;6;5;1;45;35;41,7;PARTIAL;;;0;0
935;5;1;46,7;36,1;1;7;4;L;2015;;5;MEDIUM;3;4;0;43;18;27,7;YES;;;0;0
936;11;1;15,4666666666667;22;1;5;4;R;2015;;5;MEDIUM;2;4;0;43;15;22,5;NO;;;0;0
937;12;1;77,4;33,6;1;7;4;R;2015;;5;SMALL;2;4;0;43;18;27,7;NO;;;0;0
938;11;1;55,4;22,4;1;6;4;L;2015;;5;X-SMALL;2;4;0;43;22;31,3;YES;;;0;0
939;10;1;14,3666666666667;29,7;1;6;4;L;2015;;5;SMALL;2;4;0;40;18;27,7;NO;;;0;0
940;5;0;29,6;32,8;1;4;4;L;2015;;5;MEDIUM;3;4;0;45;20;27,7;PARTIAL;;;0;0
941;3;0;11,3333333333333;45;1;5;4;L;2015;;5;LARGE;6;5;1;40;7;17,7;NO;;;0;0
942;3;1;18,8;36,4;1;4;4;R;2015;;5;LARGE;6;4;1;42;15;27,7;PARTIAL;;;0;0
943;3;1;25,0666666666667;38,9;1;5;4;L;2015;;5;LARGE;6;5;1;41;14;27,7;PARTIAL;;;0;0
944;12;0;8,9;40,3;1;5;4;L;2015;;5;LARGE;6;5;1;40;18;35,3;PARTIAL;;;0;0
945;11;1;9,1;14,2;0;5;4;L;2015;;5;X-SMALL;1;4;0;42;10;27,7;PARTIAL;;;0;0
946;13;0;70,3333333333333;41,5;1;6;4;L;2015;;5;LARGE;6;5;1;45;16;27,7;NO;;;0;0
947;8;1;10,5666666666667;36,4;1;5;4;L;2015;;5;LARGE;6;4;1;45;18;31,3;PARTIAL;;;0;0
948;8;1;12,9666666666667;37,8;1;5;4;R;2015;;5;LARGE;6;4;1;42;20;22,5;NO;;;0;0
949;2;1;68;25;1;5;4;R;2015;;5;LARGE;3;4;0;45;20;31,3;NO;;;0;0
950;2;1;74,0333333333333;24,1;1;4;4;L;2015;;5;LARGE;3;4;0;45;12;27,7;NO;;;0;0
951;6;0;53,9333333333333;24;1;5;4;R;2015;;5;SMALL;2;4;0;40;18;27,7;NO;;;0;0
952;5;1;9,36666666666667;28,2;1;5;3;L;2015;;5;MEDIUM;3;4;0;45;20;31,3;NO;;;0;0
953;3;1;111,266666666667;27,7;1;5;4;R;2015;;5;MEDIUM;3;4;0;40;22;27,7;NO;;;0;0
954;10;0;13;29,6;1;5;4;R;2015;;5;MEDIUM;3;4;0;45;28;22,5;PARTIAL;;;0;0
955;10;0;36,6666666666667;32,2;1;6;4;L;2015;;5;MEDIUM;3;4;0;45;16;27,7;NO;;;0;0
956;10;0;43,7;33,3;1;6;4;R;2015;;5;MEDIUM;3;4;0;45;16;31,3;NO;;;0;0
957;7;1;8,73333333333333;38,5;1;5;4;L;2015;;5;LARGE;6;5;1;50;15;27,7;NO;;;0;0
958;5;0;12,7666666666667;35,7;1;5;4;R;2015;;5;LARGE;6;5;1;45;18;22,5;YES;;;0;0
959;10;1;22,9333333333333;30,7;1;5;4;R;2015;;5;MEDIUM;3;4;0;40;20;35,3;PARTIAL;;;0;0
960;10;1;65,3666666666667;30;1;6;4;L;2015;;5;MEDIUM;3;4;0;42;16;27,7;PARTIAL;;;0;0
961;10;1;5,83333333333333;20,5;1;5;3;R;2015;;5;MEDIUM;3;4;0;38;10;14,6;NO;;;0;0
962;10;0;42,2333333333333;38,8;1;6;4;R;2015;;5;MEDIUM;6;4;0;45;26;35,3;NO;;;0;0
963;10;0;77,5666666666667;34,9;1;6;4;L;2015;;5;MEDIUM;3;4;0;48;24;31,3;NO;;;0;0
964;6;0;7,43333333333333;17;0;6;4;R;2015;;5;X-SMALL;2;4;0;43;18;35,3;PARTIAL;;;0;0
965;3;0;18,4;31;1;5;4;L;2015;;5;MEDIUM;3;4;0;46;15;31,3;PARTIAL;;;0;0
966;1;0;77,3666666666667;20,2;1;4;4;L;2015;;5;SMALL;2;4;0;42;15;27,7;NO;;;0;0
967;5;0;105,566666666667;39,3;1;5;4;L;2015;;5;LARGE;6;5;1;45;15;27,7;PARTIAL;;;0;0
968;5;1;8,53333333333333;25,3;1;5;4;R;2015;;5;MEDIUM;3;4;0;40;25;35,3;PARTIAL;;;0;0
969;1;0;50,3;24,8;1;5;4;L;2015;;5;SMALL;2;4;0;40;18;27,7;NO;;;0;0
970;12;1;10,3;32,7;1;6;4;R;2015;;5;LARGE;6;4;1;45;18;27,7;NO;;;0;0
971;12;1;12,2;32,7;1;6;4;R;2015;;5;LARGE;6;4;1;45;18;27,7;NO;;;0;0
972;12;1;73,6;27,5;1;5;4;L;2015;;5;MEDIUM;3;4;0;45;7;25,9;PARTIAL;;;0;0
973;3;1;65,7;31;1;5;4;R;2015;;5;MEDIUM;3;4;0;40;25;41,7;NO;;;0;0
974;3;0;8,9;43;1;5;4;L;2015;;5;LARGE;6;5;1;40;24;31,3;NO;;;0;0
975;10;1;23,4333333333333;36;1;6;4;L;2015;;5;MEDIUM;3;4;0;45;18;27,7;NO;;;0;0
976;2;0;64,6666666666667;30,7;1;5;4;R;2015;;5;SMALL;2;4;0;45;18;27,7;NO;;;0;0
977;7;0;70,9;65;1;6;4;R;2015;;5;LARGE;8;5;1;45;15;27,7;NO;;;0;0
978;8;1;10,3666666666667;37,7;1;5;4;R;2015;;5;MEDIUM;3;4;0;45;15;27,7;NO;;;0;0
979;5;1;74,9333333333333;31,2;1;5;4;L;2015;;5;LARGE;3;5;0;41;30;25,9;PARTIAL;;;0;0
980;6;0;68,1;20;0;6;4;L;2015;;5;SMALL;2;4;0;42;15;27,7;PARTIAL;;;0;0
981;10;0;124,166666666667;35,2;1;5;4;L;2015;;5;MEDIUM;6;5;1;48;17;27,7;NO;;;0;0
982;10;0;125,233333333333;33,6;1;6;4;R;2015;;5;MEDIUM;3;4;0;45;15;31,3;PARTIAL;;;0;0
983;2;1;10,1666666666667;19,7;0;5;4;R;2015;;5;SMALL;2;4;0;40;15;22,5;YES;;;0;0
984;2;1;13,4333333333333;20;0;5;4;L;2015;;5;SMALL;2;4;0;40;20;22,5;PARTIAL;;;0;0
985;10;1;6,46666666666667;20,3;1;5;4;R;2015;;5;SMALL;2;4;0;40;15;31,3;NO;;;0;0
986;10;1;9;25;1;6;4;L;2015;;5;SMALL;2;4;0;45;15;31,3;PARTIAL;;;0;0
987;2;0;15,4;24,4;1;5;4;R;2015;;5;SMALL;2;4;0;41;15;27,7;NO;;;0;0
988;6;1;66,1333333333333;16,2;0;4;4;L;2015;;5;SMALL;2;4;0;47;10;31,3;NO;;;0;0
989;3;0;100,6;54;1;5;4;L;2015;;5;LARGE;6;7;1;45;20;27,7;NO;;;0;0
990;10;0;93,5;46,8;1;6;4;L;2015;;5;LARGE;6;5;1;44;15;25,9;PARTIAL;;;0;0
991;5;1;61,2;42,3;1;6;4;R;2015;;5;LARGE;6;5;1;42;15;27,7;PARTIAL;;;0;0
992;3;0;16,6666666666667;45,2;1;5;4;R;2015;;5;LARGE;6;4;1;45;20;31,3;PARTIAL;;;0;0
993;10;0;54,9333333333333;33,1;1;5;4;R;2015;;5;MEDIUM;3;4;0;40;10;22,5;NO;;;0;0
994;12;0;12,7;34,2;1;5;4;R;2015;;5;LARGE;3;4;0;44;15;27,7;NO;;;0;0
995;12;1;127;34,5;1;6;4;R;2015;;5;LARGE;3;5;0;40;20;31,3;PARTIAL;;;0;0
996;12;1;131,9;33;1;6;4;R;2015;;5;LARGE;3;5;0;44;17;25,9;NO;;;0;0
997;9;1;9,53333333333333;26,8;1;5;4;L;2015;;5;MEDIUM;3;4;0;40;18;31,3;PARTIAL;;;0;0
998;5;0;110,233333333333;48,1;1;5;4;R;2015;;5;LARGE;6;6;1;45;32;31,3;PARTIAL;;;0;0
999;3;1;5,93333333333333;21,4;1;5;4;R;2015;;5;SMALL;2;4;0;44;25;41,7;PARTIAL;;;0;0
1000;5;0;89,1666666666667;40,2;1;5;4;L;2015;;5;LARGE;6;5;1;48;20;31,3;YES;;;0;0
1001;6;0;33,3666666666667;23,6;1;5;4;R;2015;;5;SMALL;2;4;0;40;15;27,7;PARTIAL;;;0;0
1002;6;0;42,9333333333333;24,4;1;5;4;R;2015;;5;SMALL;2;4;0;40;18;31,3;NO;;;0;0
1003;5;1;89,4666666666667;41,4;1;7;4;L;2015;;5;LARGE;6;5;1;46;30;33,3;PARTIAL;;;0;0
1004;5;1;92,2666666666667;40,3;1;6;4;L;2015;;5;LARGE;6;5;1;43;20;33,3;PARTIAL;;;0;0
1005;5;0;26,9333333333333;34,2;1;5;4;L;2015;;5;LARGE;6;4;1;45;17;31,3;PARTIAL;;;0;0
1006;9;1;71,7666666666667;34;1;6;4;L;2015;;5;MEDIUM;3;4;0;45;18;27,7;NO;;;0;0
1007;13;0;104,933333333333;41,8;1;6;4;L;2015;;5;LARGE;6;5;1;45;25;41,7;YES;;;0;0
